"n_months","m_CO_mean","m_NO2_mean","m_O3_mean","m_SO2_mean"
53,0.428919141666667,0.02015345,13.7900891666667,0.3964497
54,0.726085583333333,0.01407215,12.9320174833333,1.23454625
55,0.464281241666667,0.0279675166666667,14.0594740833333,2.65965303333333
56,0.671657575,0.02573045,12.4816542666667,2.23484121666667
57,0.804151566666667,0.0303840333333333,13.6434173,5.09487673333333
58,0.426826725,0.0167740833333333,14.0293572,4.40332578333333
59,0.477876375,0.015243,15.6147397,4.74877023333333
60,0.296574091666667,0.0160238166666667,18.1005411666667,6.75537485
61,0.163625583333333,0.0141626833333333,15.2978270333333,5.40270961666667
62,0.379658691666667,0.02196805,16.5693824666667,5.93685786666667
63,0.40633375,0.02745215,15.6293313666667,7.50283451666667
64,0.196747741666667,0.0342847166666667,14.8321932833333,6.45916581666667
65,0.488614025,0.0333972,14.0539104833333,4.58372386666667
66,0.699814675,0.0272659,13.8355851666667,3.60796681666667
67,0.418609608333333,0.0243408833333333,10.92194815,1.23933096666667
68,0.512509908333333,0.0285588333333333,13.1053120166667,1.98037005
69,0.678869275,0.0258986166666667,13.0133568166667,1.8858158
70,0.341178991666667,0.02335345,20.4378389166667,5.0183553
71,0.416837816666667,0.0146415,19.7647134333333,3.92510481666667
72,0.228665191666667,0.0146872333333333,20.3847033833333,5.05366381666667
73,0.626470275,0.0365982833333333,6.13344125,1.22258038333333
74,0.815685925,0.0292936833333333,13.6726717333333,1.56862413333333
75,0.669103908333333,0.0269861333333333,9.53902346666667,1.4844555
76,0.416226133333333,0.0195801333333333,16.23775775,4.05758056666667
77,0.15714125,0.0180521,17.9336029333333,5.8434524
78,0.4204316,0.02225025,14.0805014333333,3.66576601666667
79,0.154148583333333,0.0285911166666667,13.97227275,2.24942156666667
80,0.324268741666667,0.0255820333333333,15.0751353166667,2.25918413333333
81,0.44601715,0.0329035333333333,15.8520122833333,4.37552396666667
82,0.4042539,0.0294389,14.0032136,3.31385356666667
83,0.288146025,0.0220117666666667,10.2418307666667,2.49257303333333
84,0.36501075,0.0240606833333333,14.5863907,3.04290633333333
85,0.524508991666667,0.0240042,17.5990529666667,3.99334318333333
86,0.391658391666667,0.0174294166666667,14.79246015,3.56571928333333
87,0.5348083,0.0165584,17.5323683833333,4.24766911666667
88,0.361493033333333,0.0172180166666667,14.89412875,2.6180672
89,0.413935725,0.01976665,11.5521104,2.63203216666667
90,0.196121541666667,0.0137400833333333,15.6721321166667,5.32072655
91,0.27233475,0.0249702166666667,18.1580266666667,6.49711146666667
92,0.709646591666667,0.02718515,11.3840223,4.36142203333333
93,0.594961266666667,0.0337882166666667,17.1411531333333,4.37511918333333
94,0.396446425,0.0290853833333333,14.0304264166667,0.507408466666667
95,0.37528155,0.0198167,13.8248376333333,0.210076366666667
96,0.3574801,0.0238597333333333,13.9901097333333,0.5737789
97,0.261827266666667,0.0251514,13.6046807333333,0.88702485
98,0.392670275,0.0215923833333333,13.7954456,1.25609258333333
99,0.460309641666667,0.0206375,18.5973107666667,1.73897223333333
100,0.35231845,0.0129680833333333,17.3722673,1.6854018
101,0.266489358333333,0.0156181333333333,17.07218615,3.3295723
102,0.313674091666667,0.02002985,15.6083609666667,3.01877316666667
103,0.328815925,0.0248963333333333,15.65477995,3.26288135
104,0.204557583333333,0.0262475333333333,13.8474387,2.21151538333333
105,0.262709825,0.030328,13.78463195,2.52913623333333
106,0.2080955,0.02346595,9.70653385,1.07164608333333
107,0.270208991666667,0.0230015833333333,11.9025071333333,1.52700528333333
108,0.23372285,0.02023545,10.3965953166667,1.1082838
109,0.323470241666667,0.0195911333333333,9.03060491666667,1.47786493333333
110,0.302397933333333,0.0234416333333333,11.1574702666667,2.70265428333333
111,0.42615255,0.0179069,17.4055931666667,4.36921093333333
112,0.282463066666667,0.0145574333333333,13.757981,2.32972278333333
113,0.23356785,0.0157243666666667,14.3443119,2.5721895
114,0.249512666666667,0.0213679666666667,15.7167028333333,4.39652378333333
115,0.264310666666667,0.0246597,13.219819,3.36072208333333
116,0.216480633333333,0.0328384666666667,10.8731969333333,1.73235335
117,0.200461333333333,0.0254846333333333,11.4465599333333,1.50506723333333
118,0.178569883333333,0.0240430333333333,12.6321412333333,1.35747196666667
119,0.18515125,0.0286330333333333,11.9754006666667,0.375960183333333
120,0.194015833333333,0.0177402333333333,11.8901515333333,0.373329466666667
121,0.211412583333333,0.0251972,10.9035942333333,0.85643375
122,0.1932908,0.0167486333333333,10.2620987,1.06036273333333
123,0.272345433333333,0.0201917,13.9787879333333,2.53517038333333
124,0.237198516666667,0.0152583,13.7755821666667,2.02141865
125,0.270991633333333,0.0211911666666667,17.3616991,4.02044341666667
126,0.389131716666667,0.0222881,14.9792388,2.21414533333333
127,0.277174,0.0310152666666667,14.9419834333333,2.41882508333333
128,0.243695283333333,0.0347041666666667,11.1771224666667,1.31640386666667
129,0.209250066666667,0.0295068666666667,10.1569146333333,0.53448675
130,0.214127766666667,0.0246645666666667,12.0380230333333,0.21111285
131,0.177077583333333,0.0183333,8.06677543333333,0.0196025666666667
132,0.1884894,0.0242042,8.77968973333333,0.0101326833333333
133,0.217775416666667,0.0258153,9.2029942,0.479596333333333
134,0.2227318,0.0323682,15.6552698,2.52629215
135,0.282776933333333,0.0196361333333333,15.0008683,1.41397371666667
136,0.2836165,0.0186782666666667,17.4430253666667,2.14119868333333
137,0.244660633333333,0.0216515666666667,14.6717073666667,3.4293782
138,0.256290133333333,0.0241236,12.7174043333333,1.44036521666667
139,0.231816216666667,0.0277875666666667,9.71970236666667,1.20814736666667
140,0.21210265,0.0268736,10.5993302333333,1.37800575
141,0.196769683333333,0.0303527666666667,9.2458297,0.849287033333333
142,0.197557716666667,0.0256796666666667,10.7044336,0.172251583333333
143,0.1783479,0.0224518666666667,10.0568422,0.0585855333333333
144,0.17293035,0.0273056333333333,10.2867195,0.593352733333333
145,0.225826016666667,0.0312861,12.5152272666667,1.63106201666667
146,0.259172633333333,0.0279263666666667,14.4625670333333,1.29889718333333
147,0.226976266666667,0.0224653333333333,12.2862265333333,1.7711913
148,0.250086266666667,0.016118,12.2130762333333,1.19060081666667
149,0.24473415,0.0193255333333333,14.892141,1.51942498333333
150,0.2315167,0.0210356333333333,13.2838114333333,1.87664046666667
151,0.223821933333333,0.0248652333333333,11.5544282333333,0.629940933333333
152,0.219648766666667,0.033275,12.0144859333333,0.950692433333333
153,0.2123821,0.0336638,10.9028475333333,1.01797185
154,0.18591415,0.029707,8.59532826666667,0.6378527
155,0.182406,0.0263805333333333,9.820916,0.416947883333333
156,0.17379735,0.0194516333333333,9.68412876666667,0.226614466666667
157,0.221816833333333,0.0229106,9.82093306666667,0.127560466666667
158,0.23351835,0.025368,12.83766,0.552853733333333
159,0.216861083333333,0.0234514666666667,12.8439504333333,0.692817966666667
160,0.2821815,0.0189911666666667,11.3186477,1.23431593333333
161,0.245887866666667,0.0202485666666667,11.7677316333333,0.562192483333333
162,0.2242579,0.0258917,11.2786699666667,0.954942633333333
163,0.21953965,0.0331806,12.0103443333333,0.9886943
164,0.21467315,0.0279234,8.0039508,0.319246216666667
165,0.204250233333333,0.0297737333333333,8.7270945,0.2664744
166,0.168958966666667,0.0220639333333333,8.30232576666667,0.26156355
167,0.158497583333333,0.0206764,7.21930376666667,0.25057885
168,0.161296983333333,0.0202278333333333,7.49993413333333,0.132843533333333
169,0.199217533333333,0.0232569333333333,8.61111933333333,0.25951345
170,0.198429416666667,0.0231180666666667,10.5195409666667,0.635034466666667
171,0.214279383333333,0.0215958,8.99002343333333,0.87834485
172,0.240844283333333,0.0162449,12.8639225,2.11646281666667
173,0.289020016666667,0.0208647,13.5280356,1.77028596666667
174,0.249313216666667,0.0198597333333333,13.1735346333333,1.37955656666667
175,0.2248189,0.0284342,10.9546905,1.04281641666667
176,0.1932241,0.0269583666666667,9.61376806666667,0.9336991
177,0.182887966666667,0.0298472,8.99710856666667,0.74689395
178,0.150491583333333,0.0198653,7.18012983333333,0.308197033333333
179,0.182433833333333,0.0264903,7.71125896666667,1.00513086666667
180,0.29841325,0.0227597333333333,7.4962894,1.41184006666667
181,0.383698616666667,0.0237582666666667,13.3304951333333,1.56690561666667
182,0.482135683333333,0.0230611333333333,12.0374387,1.4742055
183,0.299172533333333,0.0150060666666667,11.4976515,1.68309321666667
184,0.251271816666667,0.0189576333333333,11.3721242,2.25024446666667
185,0.241472066666667,0.0247458666666667,11.9295147333333,1.66152171666667
186,0.219521916666667,0.0233638333333333,10.0868417333333,1.00003001666667
187,0.208972516666667,0.0238333333333333,9.43259563333333,0.586790716666667
188,0.19006515,0.0271583666666667,8.2688881,0.833517516666667
189,0.183042916666667,0.0189167333333333,8.41097583333333,1.48492795
190,0.140775833333333,0.016507,7.0098755,0.708434666666667
191,0.18545845,0.0245903,8.58498886666667,1.05738593333333
192,0.276988816666667,0.0290075666666667,9.05544335,1.91366891666667
193,0.279262666666667,0.0298737,10.1184212166667,0.820480733333333
194,0.226496708333333,0.0247902166666667,8.26282431666667,0.55907865
195,0.250271666666667,0.0208023333333333,10.3545069333333,0.472763416666667
196,0.229252483333333,0.0229455666666667,11.7674734166667,0.872748
197,0.268092708333333,0.02524865,17.3817433333333,1.37600845
198,0.215464158333333,0.0277069,10.8849661666667,0.939639233333333
